Year,Tipo de servicio,Entidad federativa,Sexo,GeoCode,Value
2015,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Hombres,29,72.61769089
2013,Satisfacción con el servicio de educación pública universitaria,Tlaxcala,Hombres,29,65.02522977
2021,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Total,30,79.76829219
2019,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Total,30,84.72576835
2017,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Total,30,74.80245577
2015,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Total,30,73.16806745
2013,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Total,30,74.17976714
2021,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Mujeres,30,80.16558713
2019,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Mujeres,30,79.34468529
2017,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Mujeres,30,71.90731701
2015,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Mujeres,30,81.14640751
2013,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Mujeres,30,70.54020684
2021,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Hombres,30,79.28593493
2019,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Hombres,30,92.77921047
2017,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Hombres,30,76.97111946
2015,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Hombres,30,63.33021515
2013,Satisfacción con el servicio de educación pública universitaria,Veracruz de Ignacio de la Llave,Hombres,30,77.89539312
2021,Satisfacción con el servicio de educación pública universitaria,Yucatán,Total,31,89.86806859
2019,Satisfacción con el servicio de educación pública universitaria,Yucatán,Total,31,93.29737504
2017,Satisfacción con el servicio de educación pública universitaria,Yucatán,Total,31,89.25486222
2015,Satisfacción con el servicio de educación pública universitaria,Yucatán,Total,31,93.73309818
2013,Satisfacción con el servicio de educación pública universitaria,Yucatán,Total,31,79.85899214
2021,Satisfacción con el servicio de educación pública universitaria,Yucatán,Mujeres,31,92.0822411
2019,Satisfacción con el servicio de educación pública universitaria,Yucatán,Mujeres,31,100.0
2017,Satisfacción con el servicio de educación pública universitaria,Yucatán,Mujeres,31,71.68714591
2015,Satisfacción con el servicio de educación pública universitaria,Yucatán,Mujeres,31,100.0
2013,Satisfacción con el servicio de educación pública universitaria,Yucatán,Mujeres,31,85.46365915
2021,Satisfacción con el servicio de educación pública universitaria,Yucatán,Hombres,31,88.03019976
2019,Satisfacción con el servicio de educación pública universitaria,Yucatán,Hombres,31,85.00965044
2017,Satisfacción con el servicio de educación pública universitaria,Yucatán,Hombres,31,97.82772611
2015,Satisfacción con el servicio de educación pública universitaria,Yucatán,Hombres,31,83.07475957
2013,Satisfacción con el servicio de educación pública universitaria,Yucatán,Hombres,31,72.91407867
2021,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Total,32,85.78269771
2019,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Total,32,79.08895815
2017,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Total,32,86.08564665
2015,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Total,32,78.46264294
2013,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Total,32,59.71281366
2021,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Mujeres,32,83.71285871
2019,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Mujeres,32,78.71785315
2017,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Mujeres,32,90.36924552
2015,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Mujeres,32,71.37580068
2013,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Mujeres,32,50.14747964
2021,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Hombres,32,87.22065396
2019,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Hombres,32,79.53954067
2017,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Hombres,32,81.08738226
2015,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Hombres,32,91.76687569
2013,Satisfacción con el servicio de educación pública universitaria,Zacatecas,Hombres,32,71.02399918
